Date,ftse_250_price,ftse_250_total_return,base_rate,CPI,ftse_350_Price,"ftse_350_Total Return (Gross, Unhedged)",price_02_Price,"price_02_Total Return (Gross, Unhedged)",confidence_score,price_05_Price,"price_05_Total Return (Gross, Unhedged)",price_10_Price,"price_10_Total Return (Gross, Unhedged)",unemployment_rate,wage_growth_rate,gdp_GDP,polarity_score_finbert
01-11-23,18233.46638,15679.63644,5.1875,3.9,4095.562395,8669.660177,97.317757,192.92,-24,77.763168,257.672,73.720192,1170.581,3.9,6.6,-0.3,
01-12-23,19689.62712,16965.70863,5.166666667,4,4273.239318,9056.061502,98.039429,194.637,-22,83.495941,277.24,80.142365,1275.309,4.1,5.8,0.8,
01-01-24,19357.95168,16702.35538,5.145833333,4,4214.29364,8937.347362,97.175545,194.911,-19,80.321724,267.855,77.122993,1222.096,4.2,5.7,0.8,
01-02-24,19054.86943,16483.51468,5.125,3.4,4204.702234,8955.490242,97.04078,194.931,-21,78.795186,263.75,75.242804,1204.509,4.3,5.7,0.8,
01-03-24,19884.73225,17234.65837,5.104166667,3.2,4383.207668,9385.953159,97.356456,195.852,-21,80.423516,269.827,76.969443,1235.315,4.4,5.9,0.4,
01-04-24,19965.39203,17391.89891,5.083333333,2.3,4476.480649,9617.805419,96.961349,196.061,-19,77.155605,258.092,73.054241,1171.929,4.4,5.8,0.4,
01-05-24,20730.12406,18120.42521,5.0625,2,4562.246735,9845.296021,97.184878,196.852,-17,77.92756,260.695,73.671321,1185.196,4.2,5.7,0.4,
01-06-24,20286.03242,17783.33918,5.041666667,2,4495.850948,9730.408926,97.505709,197.808,-14,78.980614,264.867,74.777001,1206.248,4.2,4.7,0,
01-07-24,21600.71019,18973.31956,5.020833333,2.2,4632.802552,10032.40639,97.545059,199.01,-13,80.772838,270.788,76.933348,1235.918,4.1,4.3,0,
01-08-24,21086.53697,18600.69883,5,2.2,4621.332556,10079.08327,97.820493,199.874,-13,81.034676,272.385,77.264104,1244.858,4.3,4.1,0,
01-09-24,21053.18927,18611.58335,4.916666667,1.7,4553.819696,9946.022246,97.731445,200.607,-20,81.039887,271.945,75.7118,1239.815,4.3,4.6,0.1,
01-10-24,20388.95651,18068.49245,4.833333333,2.3,4473.680133,9782.151042,97.139941,200.788,-21,77.854943,262.101,72.378588,1187.081,4.4,5.4,0.1,
01-11-24,20771.56565,18448.59222,4.75,2.6,4569.572274,10030.46634,97.499863,201.792,-18,79.332218,267.756,73.922017,1215.71,4.4,5.6,0.1,
01-12-24,20622.60525,18346.65678,4.666666667,2.5,4510.612374,9911.349295,97.599004,202.318,-17,76.436604,258.074,70.333738,1158.944,4.4,6,0.1,
01-01-25,20950.48285,18672.85208,4.583333333,3,4760.296255,10468.53272,97.96475,203.45,-22,77.157249,260.303,70.983754,1169.039,4.4,5.6,0.1,
01-02-25,20326.38359,18140.06338,4.5,2.8,4808.022992,10614.28882,97.931114,204.23,-20,77.946072,262.794,71.90083,1181.575,4.4,5.6,0.1,
01-03-25,19475.47952,17424.44129,4.5,2.6,4675.031137,10374.1993,98.206564,204.81,-19,76.341361,258.271,69.708409,1153.159,4.4,5.6,0.1,
01-04-25,19884.58772,17897.23877,4.5,2.6,4644.106267,10346.17547,98.691235,206.139,-23,77.899108,263.519,71.042948,1175.321,4.4,5.6,0.1,
