Date,Price,"Total Return (Gross, Unhedged)"
1989-12-01,2661.76000976562,803.789978027344
1990-01-01,2591.1298828125,783.25
1990-02-01,2463.8798828125,746.010009765625
1990-03-01,2437.3701171875,741.700012207031
1990-04-01,2285.78002929688,701.510009765625
1990-05-01,2487.81005859375,766.130004882812
1990-06-01,2540.2099609375,785.640014648438
1990-07-01,2481.80004882812,771.039978027344
1990-08-01,2187.78002929688,681.440002441406
1990-09-01,1974.0400390625,618.22998046875
1990-10-01,2065.38989257812,649.859985351562
1990-11-01,2106.8798828125,665.419982910156
1990-12-01,2127.44995117188,674.570007324219
1991-01-01,2096.14990234375,666.200012207031
1991-02-01,2401.53002929688,764.349975585938
1991-03-01,2512.0400390625,801.159973144531
1991-04-01,2499.46997070312,807.02001953125
1991-05-01,2458.52001953125,795.22998046875
1991-06-01,2375.2099609375,771.070007324219
1991-07-01,2499.23999023438,817.960021972656
1991-08-01,2602.19995117188,852.890014648438
1991-09-01,2626.7900390625,866.169982910156
1991-10-01,2561.22998046875,846.780029296875
1991-11-01,2405.7900390625,796.809997558594
1991-12-01,2364.82006835938,786.849975585938
1992-01-01,2474.419921875,825.570007324219
1992-02-01,2522.2099609375,842.409973144531
1992-03-01,2406.55004882812,807.960021972656
1992-04-01,2712.55004882812,918.210021972656
1992-05-01,2779.96997070312,942.809997558594
1992-06-01,2549.330078125,870.469970703125
1992-07-01,2303.14990234375,790.5
1992-08-01,2193.60009765625,755.150024414062
1992-09-01,2398.71997070312,828.320007324219
1992-10-01,2521.60009765625,874.380004882812
1992-11-01,2637.5,918.429992675781
1992-12-01,2862.89990234375,1000.0
1993-01-01,2954.77001953125,1034.56994628906
1993-02-01,3036.10009765625,1064.06005859375
1993-03-01,3107.80004882812,1095.21997070312
1993-04-01,3132.1298828125,1108.71997070312
1993-05-01,3165.419921875,1123.26000976562
1993-06-01,3235.72998046875,1153.08996582031
1993-07-01,3306.5,1183.26000976562
1993-08-01,3511.89990234375,1258.67004394531
1993-09-01,3433.19995117188,1235.2099609375
1993-10-01,3528.10009765625,1273.43005371094
1993-11-01,3484.89990234375,1262.0
1993-12-01,3791.30004882812,1374.26000976562
1994-01-01,4084.30004882812,1484.58996582031
1994-02-01,3960.02001953125,1440.67004394531
1994-03-01,3752.89990234375,1371.43005371094
1994-04-01,3781.09008789062,1386.43005371094
1994-05-01,3564.30004882812,1309.33996582031
1994-06-01,3414.1201171875,1260.01000976562
1994-07-01,3640.2099609375,1348.76000976562
1994-08-01,3816.59008789062,1416.06994628906
1994-09-01,3494.78002929688,1300.86999511719
1994-10-01,3516.89990234375,1316.31005859375
1994-11-01,3497.31005859375,1311.68005371094
1994-12-01,3501.80004882812,1319.36999511719
1995-01-01,3370.36010742188,1272.52001953125
1995-02-01,3384.13989257812,1279.2099609375
1995-03-01,3434.71997070312,1303.91003417969
1995-04-01,3530.18994140625,1347.21997070312
1995-05-01,3653.82006835938,1397.81994628906
1995-06-01,3592.55004882812,1379.96997070312
1995-07-01,3825.9599609375,1476.53002929688
1995-08-01,3913.419921875,1512.43005371094
1995-09-01,3948.77001953125,1533.0
1995-10-01,3894.34008789062,1516.85998535156
1995-11-01,3959.05004882812,1547.93994140625
1995-12-01,4021.34008789062,1580.68005371094
1996-01-01,4125.0400390625,1629.51000976562
1996-02-01,4215.0400390625,1667.01000976562
1996-03-01,4326.740234375,1720.65002441406
1996-04-01,4551.7998046875,1821.42004394531
1996-05-01,4509.97021484375,1807.5
1996-06-01,4353.169921875,1753.7099609375
1996-07-01,4230.6298828125,1710.5
1996-08-01,4416.18017578125,1787.80004882812
1996-09-01,4391.10009765625,1786.68994140625
1996-10-01,4422.5,1803.16003417969
1996-11-01,4428.5,1808.61999511719
1996-12-01,4490.39990234375,1840.56005859375
1997-01-01,4595.39990234375,1885.66003417969
1997-02-01,4654.39990234375,1912.0
1997-03-01,4576.2001953125,1886.13000488281
1997-04-01,4498.7001953125,1866.31994628906
1997-05-01,4495.7998046875,1870.4599609375
1997-06-01,4431.2998046875,1855.60998535156
1997-07-01,4492.0,1880.7099609375
1997-08-01,4603.39990234375,1929.46997070312
1997-09-01,4829.89990234375,2032.17004394531
1997-10-01,4643.22998046875,1957.59997558594
1997-11-01,4656.7099609375,1965.52001953125
1997-12-01,4787.64990234375,2027.23999023438
1998-01-01,4861.47998046875,2060.85009765625
1998-02-01,5201.0,2206.38989257812
1998-03-01,5525.43017578125,2353.88989257812
1998-04-01,5610.7998046875,2397.669921875
1998-05-01,5901.41015625,2525.43994140625
1998-06-01,5503.7998046875,2363.30004882812
1998-07-01,5482.7001953125,2358.38989257812
1998-08-01,4786.240234375,2062.03002929688
1998-09-01,4544.16015625,1964.98999023438
1998-10-01,4811.39990234375,2084.61010742188
1998-11-01,4901.66015625,2127.80004882812
1998-12-01,4854.72998046875,2111.92993164062
1999-01-01,5024.16015625,2187.14990234375
1999-02-01,5248.31005859375,2287.98999023438
1999-03-01,5475.2001953125,2400.84008789062
1999-04-01,5849.58984375,2571.2900390625
1999-05-01,5639.10009765625,2484.76000976562
1999-06-01,5858.2001953125,2590.36010742188
1999-07-01,5969.52001953125,2642.89990234375
1999-08-01,6017.91015625,2669.32006835938
1999-09-01,5687.10986328125,2529.65991210938
1999-10-01,5622.31982421875,2504.86010742188
1999-11-01,6194.759765625,2764.34008789062
1999-12-01,6444.8701171875,2880.419921875
2000-01-01,6181.02001953125,2764.9599609375
2000-02-01,6451.18994140625,2888.07006835938
2000-03-01,6475.14013671875,2907.0400390625
2000-04-01,6194.64013671875,2789.86010742188
2000-05-01,6227.81982421875,2813.22998046875
2000-06-01,6601.009765625,2986.35009765625
2000-07-01,6779.1298828125,3073.01000976562
2000-08-01,7057.7900390625,3205.580078125
2000-09-01,6676.89990234375,3040.0
2000-10-01,6629.31982421875,3025.0400390625
2000-11-01,6419.91015625,2932.7900390625
2000-12-01,6547.509765625,2995.27001953125
2001-01-01,6735.89990234375,3086.82006835938
2001-02-01,6649.490234375,3051.0
2001-03-01,6094.66015625,2802.94995117188
2001-04-01,6409.14990234375,2958.94995117188
2001-05-01,6571.1201171875,3044.31005859375
2001-06-01,6298.93994140625,2925.88989257812
2001-07-01,6082.22021484375,2830.64990234375
2001-08-01,6116.2998046875,2851.96997070312
2001-09-01,5118.580078125,2396.73999023438
2001-10-01,5364.77001953125,2517.8798828125
2001-11-01,5849.47021484375,2748.76000976562
2001-12-01,5939.14013671875,2794.52001953125
2002-01-01,5849.2001953125,2755.96997070312
2002-02-01,5834.0,2750.86010742188
2002-03-01,6175.4501953125,2920.85009765625
2002-04-01,6123.7099609375,2906.46997070312
2002-05-01,6049.0498046875,2881.23999023438
2002-06-01,5496.64013671875,2624.28002929688
2002-07-01,4783.6298828125,2290.80004882812
2002-08-01,4858.81982421875,2331.9599609375
2002-09-01,4287.08984375,2066.25
2002-10-01,4417.7099609375,2134.8798828125
2002-11-01,4558.22021484375,2206.21997070312
2002-12-01,4319.35009765625,2094.71997070312
2003-01-01,4016.43994140625,1952.58996582031
2003-02-01,4037.580078125,1964.46997070312
2003-03-01,3959.80004882812,1934.61999511719
2003-04-01,4389.330078125,2159.35009765625
2003-05-01,4815.56982421875,2374.61010742188
2003-06-01,4963.43994140625,2455.34008789062
2003-07-01,5325.58984375,2642.05004882812
2003-08-01,5593.240234375,2779.1298828125
2003-09-01,5457.77,2721.27
2003-10-01,5724.44,2860.52
2003-11-01,5712.63,2858.21
2003-12-01,5802.28,2908.72
2004-01-01,6023.89,3023.8
2004-02-01,6269.95,3148.83
2004-03-01,6259.38,3154.16
2004-04-01,6210.68,3141.76
2004-05-01,6053.55,3068.1
2004-06-01,6277.95,3191.24
2004-07-01,6023.52,3069.76
2004-08-01,6087.26,3108.85
2004-09-01,6269.05,3215.56
2004-10-01,6321.79,3247.12
2004-11-01,6577.42,3381.59
2004-12-01,6936.8,3574.31
2005-01-01,7166.2,3696.36
2005-02-01,7254.02,3743.6
2005-03-01,7130.51,3693.11
2005-04-01,6728.9,3499.91
2005-05-01,7114.3,3707.55
2005-06-01,7368.72,3853.27
2005-07-01,7605.1,3982.66
2005-08-01,7749.23,4068.45
2005-09-01,7951.11,4188.38
2005-10-01,7711.14,4069.42
2005-11-01,8327.94,4400.98
2005-12-01,8794.32,4654.67
2006-01-01,9172.59,4859.4
2006-02-01,9448.26,5007.71
2006-03-01,9850.27,5232.98
2006-04-01,9878.67,5266.01
2006-05-01,9298.23,4973.62
2006-06-01,9422.67,5052.27
2006-07-01,9355.56,5023.18
2006-08-01,9601.16,5167.18
2006-09-01,9996.78,5395.57
2006-10-01,10372.17,5606.52
2006-11-01,10673.95,5779.06
2006-12-01,11177.77,6061.04
2007-01-01,11100.3,6025.53
2007-02-01,11082.88,6020.07
2007-03-01,11689.3,6361.11
2007-04-01,11929.37,6514.23
2007-05-01,12111.08,6634.41
2007-06-01,11527.62,6326.99
2007-07-01,11337.49,6230.96
2007-08-01,11309.21,6227.65
2007-09-01,11037.44,6092.85
2007-10-01,11666.02,6454.27
2007-11-01,10748.78,5952.88
2007-12-01,10657.85,5911.88
2008-01-01,9881.75,5488.98
2008-02-01,10067.93,5594.87
2008-03-01,10013.24,5581.66
2008-04-01,10122.28,5679.93
2008-05-01,10049.34,5657.73
2008-06-01,9145.77,5163.11
2008-07-01,8856.73,5011.57
2008-08-01,9381.84,5325.16
2008-09-01,7888.21,4493.64
2008-10-01,6282.55,3590.82
2008-11-01,6093.32,3490.56
2008-12-01,6360.85,3656.37
2009-01-01,6250.76,3596.86
2009-02-01,6049.14,3487.35
2009-03-01,6373.89,3685.84
2009-04-01,7528.95,4376.52
2009-05-01,7572.0,4412.92
2009-06-01,7414.56,4329.13
2009-07-01,7999.96,4685.58
2009-08-01,8817.51,5176.85
2009-09-01,9142.31,5383.41
2009-10-01,8885.77,5240.25
2009-11-01,8918.44,5265.58
2009-12-01,9306.89,5507.88
2010-01-01,9237.3,5472.11
2010-02-01,9344.39,5542.59
2010-03-01,10165.28,6053.15
2010-04-01,10366.0,6193.93
2010-05-01,9637.14,5769.27
2010-06-01,9366.12,5621.68
2010-07-01,9948.72,5979.01
2010-08-01,9825.14,5917.49
2010-09-01,10531.8,6363.84
2010-10-01,10843.5,6560.04
2010-11-01,10607.75,6426.78
2010-12-01,11558.8,7016.79
2011-01-01,11471.51,6970.41
2011-02-01,11621.29,7067.38
2011-03-01,11591.98,7065.26
2011-04-01,12013.88,7350.92
2011-05-01,12060.79,7405.25
2011-06-01,11934.04,7347.83
2011-07-01,11552.06,7124.05
2011-08-01,10525.93,6515.08
2011-09-01,9819.38,6097.25
2011-10-01,10479.74,6517.76
2011-11-01,10315.29,6429.29
2011-12-01,10102.9,6310.83
2012-01-01,10769.35,6733.78
2012-02-01,11449.52,7167.94
2012-03-01,11538.88,7238.59
2012-04-01,11417.59,7193.11
2012-05-01,10558.22,6683.74
2012-06-01,10932.13,6937.54
2012-07-01,11136.69,7081.28
2012-08-01,11410.19,7276.94
2012-09-01,11734.1,7505.87
2012-10-01,11934.95,7651.83
2012-11-01,12034.22,7726.08
2012-12-01,12374.97,7958.42
2013-01-01,13030.49,8391.45
2013-02-01,13704.02,8834.54
2013-03-01,13923.04,8996.22
2013-04-01,13949.87415393,9054.14234919
2013-05-01,14350.92346523,9346.92832019
2013-06-01,13798.22367398,9008.48800259
2013-07-01,14872.85637184,9723.09438348
2013-08-01,14625.18460485,9587.04057372
2013-09-01,14908.17950844,9794.91581837
2013-10-01,15479.95064788,10192.06879504
2013-11-01,15466.55975782,10194.55297125
2013-12-01,15935.35455097,10526.8211792
2014-01-01,15674.3712798,10361.10228924
2014-02-01,16725.99903192,11064.18758514
2014-03-01,16273.72196726,10787.076772
2014-04-01,15817.19672313,10533.78131014
2014-05-01,16010.24665548,10693.87330831
2014-06-01,15723.56446512,10524.79534225
2014-07-01,15495.63585775,10390.80725817
2014-08-01,15885.71726064,10686.15479244
2014-09-01,15379.72126037,10369.10291387
2014-10-01,15501.37261257,10479.09628869
2014-11-01,15851.76424784,10732.31948552
2014-12-01,16085.44043345,10911.83928818
2015-01-01,16305.77206381,11071.48496461
2015-02-01,17273.81528656,11736.35158616
2015-03-01,17090.64050387,11637.70042462
2015-04-01,17474.63192167,11955.85638081
2015-05-01,18154.42039073,12458.48094741
2015-06-01,17531.4959975,12052.16555775
2015-07-01,17677.39901089,12172.65947534
2015-08-01,17106.35609646,11816.56218396
2015-09-01,16683.01749304,11548.22922996
2015-10-01,17117.21088259,11877.41620955
2015-11-01,17420.70494963,12102.90632695
2015-12-01,17429.82086918,12131.12344557
2016-01-01,16487.71569664,11486.15990645
2016-02-01,16603.07609993,11576.75160707
2016-03-01,16926.12286634,11835.21197386
2016-04-01,16801.55286976,11801.7572632
2016-05-01,17184.73185804,12109.19038123
2016-06-01,16271.07460084,11496.2317903
2016-07-01,17282.88313028,12229.45344191
2016-08-01,17732.76891355,12574.05295528
2016-09-01,17871.41968306,12721.1612573
2016-10-01,17544.24216229,12509.23595767
2016-11-01,17545.75259022,12526.86943872
2016-12-01,18077.26663476,12939.12542702
2017-01-01,18147.76988405,12998.46972319
2017-02-01,18770.70648166,13453.75699689
2017-03-01,18971.83114968,13640.72707136
2017-04-01,19615.35848342,14163.89808915
2017-05-01,19972.16682471,14468.54875089
2017-06-01,19340.15483235,14043.45011362
2017-07-01,19781.13605141,14383.37507161
2017-08-01,19803.5888418,14443.12668112
2017-09-01,19874.82408931,14536.36227636
2017-10-01,20227.85519296,14826.35241198
2017-11-01,19952.89177426,14647.72025527
2017-12-01,20726.26334325,15239.617402
2018-01-01,20243.59745328,14898.77756911
2018-02-01,19687.2722051,14495.41765836
2018-03-01,19460.46607955,14369.18411373
2018-04-01,20285.05191778,15047.48615702
2018-05-01,20846.25857998,15508.54715527
2018-06-01,20830.96674711,15528.45703727
2018-07-01,20877.87322987,15588.73079726
2018-08-01,20688.99778045,15493.22502585
2018-09-01,20307.03570934,15251.98934545
2018-10-01,18917.67613094,14235.75567312
2018-11-01,18480.8263692,13935.63287507
2018-12-01,17502.04821773,13220.22348491
2019-01-01,18711.74547529,14157.87776882
2019-02-01,19181.34502029,14525.01036119
2019-03-01,19117.49266682,14508.99188323
2019-04-01,19824.81441365,15121.01720245
2019-05-01,18970.24600306,14518.35707358
2019-06-01,19462.09651988,14935.07445404
2019-07-01,19666.52192728,15125.88059662
2019-08-01,19393.63123011,14963.17013811
2019-09-01,19936.66589272,15429.72599155
2019-10-01,20021.49933024,15528.4346956
2019-11-01,20812.60340926,16173.09382892
2019-12-01,21883.42236208,17038.46195349
2020-01-01,21143.49016786,16484.53341282
2020-02-01,19330.92034505,15082.33282196
2020-03-01,15101.13333081,11804.71828091
2020-04-01,16454.45843248,12892.18801054
2020-05-01,17042.95836437,13365.07954285
2020-06-01,17119.1565599,13445.32645436
2020-07-01,16932.65484917,13312.23705693
2020-08-01,17788.32604278,14034.75349191
2020-09-01,17315.30205896,13683.85483409
2020-10-01,17214.38084457,13620.87293081
2020-11-01,19336.31737209,15330.39388492
2020-12-01,20488.29510105,16262.86084572
2021-01-01,20228.58102224,16073.07888238
2021-02-01,20910.36748026,16627.43899149
2021-03-01,21518.70586616,17133.2619582
2021-04-01,22497.36750727,17972.2957034
2021-05-01,22683.95417473,18156.14062174
2021-06-01,22376.0153247,17941.21820788
2021-07-01,22948.8310621,18426.14659125
2021-08-01,24102.19196986,19395.49352732
2021-09-01,23031.29215961,18567.81849844
2021-10-01,23106.60941248,18653.63172502
2021-11-01,22519.7193659,18204.22748767
2021-12-01,23480.81172562,19010.87395009
2022-01-01,21926.62002531,17769.88252022
2022-02-01,21081.04820364,17104.81748227
2022-03-01,21160.07059317,17212.59696867
2022-04-01,20708.70687156,16908.73533014
2022-05-01,20417.95350993,16716.50232829
2022-06-01,18666.77971944,15323.48017306
2022-07-01,20164.90329901,16588.79413935
2022-08-01,19063.75417692,15726.04987188
2022-09-01,17168.34378389,14204.76061254
2022-10-01,17889.9349362,14836.84659996
2022-11-01,19163.32512544,15921.16528659
2022-12-01,18853.00111615,15704.04240956
2023-01-01,19853.45457273,16558.48829418
2023-02-01,19903.27618906,16627.27004
2023-03-01,18928.30028403,15856.97747434
2023-04-01,19425.14136741,16356.32032675
2023-05-01,18722.90099367,15808.79837008
2023-06-01,18416.76289101,15609.47008741
2023-07-01,19143.76305142,16255.40313757
2023-08-01,18605.69953255,15861.25174786
2023-09-01,18279.41751852,15625.83996023
2023-10-01,17083.04801034,14637.37017503
2023-11-01,18233.46637879,15679.63643931
2023-12-01,19689.62712306,16965.70863404
2024-01-01,19357.95168121,16702.35538238
2024-02-01,19054.86942762,16483.51467874
2024-03-01,19884.73225006,17234.65836517
2024-04-01,19965.39202804,17391.89890905
2024-05-01,20730.12406315,18120.42520519
2024-06-01,20286.03242058,17783.3391843
2024-07-01,21600.71019122,18973.31956157
2024-08-01,21086.53697073,18600.698826
2024-09-01,21053.18927473,18611.58335262
2024-10-01,20388.95651498,18068.49245343
2024-11-01,20771.56564999,18448.59222499
2024-12-01,20622.60524821,18346.65678158
2025-01-01,20950.48285063,18672.85208367
2025-02-01,20326.38359394,18140.06338082
2025-03-01,19475.47951975,17424.44129284
2025-04-01,19884.58771829,17897.23877452
