Date,ftse_250_Price,ftse_250_Total Return,CPI,ftse_350_Price,"ftse_350_Total Return (Gross, Unhedged)",price_02_Price,"price_02_Total Return (Gross, Unhedged)",confidence_score,confidence_Year,confidence_Month,confidence_Year_Chunk,price_05_Price,"price_05_Total Return (Gross, Unhedged)",price_10_Price,"price_10_Total Return (Gross, Unhedged)",unemployement_rate,wage_growth,GDP
1970-01-01,4037.580078125,1964.46997070312,,,,,,,,,,,,,,,,-0.6
1970-01-01,3959.80004882812,1934.61999511719,,,,,,,,,,,,,,,,-0.6
1970-01-01,4389.330078125,2159.35009765625,,,,,,,,,,,,,,,,-0.6
1970-01-01,4815.56982421875,2374.61010742188,,,,,,,,,,,,,,,,-0.6
1970-01-01,4963.43994140625,2455.34008789062,,,,,,,,,,,,,,,,-0.6
1970-01-01,5325.58984375,2642.05004882812,,,,,,,,,,,,,,,,-0.6
1970-01-01,5593.240234375,2779.1298828125,,,,,,,,,,,,,,,,-0.6
1970-01-01,5457.77,2721.27,,,,,,,,,,,,,,,,-0.6
1970-01-01,5724.44,2860.52,,,,,,,,,,,,,,,,-0.6
1970-01-01,5712.63,2858.21,,,,,,,,,,,,,,,,-0.6
1970-01-01,5802.28,2908.72,,,,,,,,,,,,,,,,-0.6
1970-01-01,6023.89,3023.8,,,,,,,,,,,,,,,,-0.6
1970-01-01,6269.95,3148.83,,,,,,,,,,,,,,,,-0.6
1970-01-01,6259.38,3154.16,,,,,,,,,,,,,,,,-0.6
1970-01-01,6210.68,3141.76,,,,,,,,,,,,,,,,-0.6
1970-01-01,6053.55,3068.1,,,,,,,,,,,,,,,,-0.6
1970-01-01,6277.95,3191.24,,,,,,,,,,,,,,,,-0.6
1970-01-01,6023.52,3069.76,,,,,,,,,,,,,,,,-0.6
1970-01-01,6087.26,3108.85,,,,,,,,,,,,,,,,-0.6
1970-01-01,6269.05,3215.56,,,,,,,,,,,,,,,,-0.6
1970-01-01,6321.79,3247.12,,,,,,,,,,,,,,,,-0.6
1970-01-01,6577.42,3381.59,,,,,,,,,,,,,,,,-0.6
1970-01-01,6936.8,3574.31,,,,,,,,,,,,,,,,-0.6
1970-01-01,7166.2,3696.36,,,,,,,,,,,,,,,,-0.6
1970-01-01,7254.02,3743.6,,,,,,,,,,,,,,,,-0.6
1970-01-01,7130.51,3693.11,,,,,,,,,,,,,,,,-0.6
1970-01-01,6728.9,3499.91,,,,,,,,,,,,,,,,-0.6
1970-01-01,7114.3,3707.55,,,,,,,,,,,,,,,,-0.6
1970-01-01,7368.72,3853.27,,,,,,,,,,,,,,,,-0.6
1970-01-01,7605.1,3982.66,,,,,,,,,,,,,,,,-0.6
1970-01-01,7749.23,4068.45,,,,,,,,,,,,,,,,-0.6
1970-01-01,7951.11,4188.38,,,,,,,,,,,,,,,,-0.6
1970-01-01,7711.14,4069.42,,,,,,,,,,,,,,,,-0.6
1970-01-01,8327.94,4400.98,,,,,,,,,,,,,,,,-0.6
1970-01-01,8794.32,4654.67,,,,,,,,,,,,,,,,-0.6
1970-01-01,9172.59,4859.4,,,,,,,,,,,,,,,,-0.6
1970-01-01,9448.26,5007.71,,,,,,,,,,,,,,,,-0.6
1970-01-01,9850.27,5232.98,,,,,,,,,,,,,,,,-0.6
1970-01-01,9878.67,5266.01,,,,,,,,,,,,,,,,-0.6
1970-01-01,9298.23,4973.62,,,,,,,,,,,,,,,,-0.6
1970-01-01,9422.67,5052.27,,,,,,,,,,,,,,,,-0.6
1970-01-01,9355.56,5023.18,,,,,,,,,,,,,,,,-0.6
1970-01-01,9601.16,5167.18,,,,,,,,,,,,,,,,-0.6
1970-01-01,9996.78,5395.57,,,,,,,,,,,,,,,,-0.6
1970-01-01,10372.17,5606.52,,,,,,,,,,,,,,,,-0.6
1970-01-01,10673.95,5779.06,,,,,,,,,,,,,,,,-0.6
1970-01-01,11177.77,6061.04,,,,,,,,,,,,,,,,-0.6
1970-01-01,11100.3,6025.53,,,,,,,,,,,,,,,,-0.6
1970-01-01,11082.88,6020.07,,,,,,,,,,,,,,,,-0.6
1970-01-01,11689.3,6361.11,,,,,,,,,,,,,,,,-0.6
1970-01-01,11929.37,6514.23,,,,,,,,,,,,,,,,-0.6
1970-01-01,12111.08,6634.41,,,,,,,,,,,,,,,,-0.6
1970-01-01,11527.62,6326.99,,,,,,,,,,,,,,,,-0.6
1970-01-01,11337.49,6230.96,,,,,,,,,,,,,,,,-0.6
1970-01-01,11309.21,6227.65,,,,,,,,,,,,,,,,-0.6
1970-01-01,11037.44,6092.85,,,,,,,,,,,,,,,,-0.6
1970-01-01,11666.02,6454.27,,,,,,,,,,,,,,,,-0.6
1970-01-01,10748.78,5952.88,,,,,,,,,,,,,,,,-0.6
1970-01-01,10657.85,5911.88,,,,,,,,,,,,,,,,-0.6
1970-01-01,9881.75,5488.98,,,,,,,,,,,,,,,,-0.6
1970-01-01,10067.93,5594.87,,,,,,,,,,,,,,,,-0.6
1970-01-01,10013.24,5581.66,,,,,,,,,,,,,,,,-0.6
1970-01-01,10122.28,5679.93,,,,,,,,,,,,,,,,-0.6
1970-01-01,10049.34,5657.73,,,,,,,,,,,,,,,,-0.6
1970-01-01,9145.77,5163.11,,,,,,,,,,,,,,,,-0.6
1970-01-01,8856.73,5011.57,,,,,,,,,,,,,,,,-0.6
1970-01-01,9381.84,5325.16,,,,,,,,,,,,,,,,-0.6
1970-01-01,7888.21,4493.64,,,,,,,,,,,,,,,,-0.6
1970-01-01,6282.55,3590.82,,,,,,,,,,,,,,,,-0.6
1970-01-01,6093.32,3490.56,,,,,,,,,,,,,,,,-0.6
1970-01-01,6360.85,3656.37,,,,,,,,,,,,,,,,-0.6
1970-01-01,6250.76,3596.86,,,,,,,,,,,,,,,,-0.6
1970-01-01,6049.14,3487.35,,,,,,,,,,,,,,,,-0.6
1970-01-01,6373.89,3685.84,,,,,,,,,,,,,,,,-0.6
1970-01-01,7528.95,4376.52,,,,,,,,,,,,,,,,-0.6
1970-01-01,7572.0,4412.92,,,,,,,,,,,,,,,,-0.6
1970-01-01,7414.56,4329.13,,,,,,,,,,,,,,,,-0.6
1970-01-01,7999.96,4685.58,,,,,,,,,,,,,,,,-0.6
1970-01-01,8817.51,5176.85,,,,,,,,,,,,,,,,-0.6
1970-01-01,9142.31,5383.41,,,,,,,,,,,,,,,,-0.6
1970-01-01,8885.77,5240.25,,,,,,,,,,,,,,,,-0.6
1970-01-01,8918.44,5265.58,,,,,,,,,,,,,,,,-0.6
1970-01-01,9306.89,5507.88,,,,,,,,,,,,,,,,-0.6
1970-01-01,9237.3,5472.11,,,,,,,,,,,,,,,,-0.6
1970-01-01,9344.39,5542.59,,,,,,,,,,,,,,,,-0.6
1970-01-01,10165.28,6053.15,,,,,,,,,,,,,,,,-0.6
1970-01-01,10366.0,6193.93,,,,,,,,,,,,,,,,-0.6
1970-01-01,9637.14,5769.27,,,,,,,,,,,,,,,,-0.6
1970-01-01,9366.12,5621.68,,,,,,,,,,,,,,,,-0.6
1970-01-01,9948.72,5979.01,,,,,,,,,,,,,,,,-0.6
1970-01-01,9825.14,5917.49,,,,,,,,,,,,,,,,-0.6
1970-01-01,10531.8,6363.84,,,,,,,,,,,,,,,,-0.6
1970-01-01,10843.5,6560.04,,,,,,,,,,,,,,,,-0.6
1970-01-01,10607.75,6426.78,,,,,,,,,,,,,,,,-0.6
1970-01-01,11558.8,7016.79,,,,,,,,,,,,,,,,-0.6
1970-01-01,11471.51,6970.41,,,,,,,,,,,,,,,,-0.6
1970-01-01,11621.29,7067.38,,,,,,,,,,,,,,,,-0.6
1970-01-01,11591.98,7065.26,,,,,,,,,,,,,,,,-0.6
1970-01-01,12013.88,7350.92,,,,,,,,,,,,,,,,-0.6
1970-01-01,12060.79,7405.25,,,,,,,,,,,,,,,,-0.6
1970-01-01,11934.04,7347.83,,,,,,,,,,,,,,,,-0.6
1970-01-01,11552.06,7124.05,,,,,,,,,,,,,,,,-0.6
1970-01-01,10525.93,6515.08,,,,,,,,,,,,,,,,-0.6
1970-01-01,9819.38,6097.25,,,,,,,,,,,,,,,,-0.6
1970-01-01,10479.74,6517.76,,,,,,,,,,,,,,,,-0.6
1970-01-01,10315.29,6429.29,,,,,,,,,,,,,,,,-0.6
1970-01-01,10102.9,6310.83,,,,,,,,,,,,,,,,-0.6
1970-01-01,10769.35,6733.78,,,,,,,,,,,,,,,,-0.6
1970-01-01,11449.52,7167.94,,,,,,,,,,,,,,,,-0.6
1970-01-01,11538.88,7238.59,,,,,,,,,,,,,,,,-0.6
1970-01-01,11417.59,7193.11,,,,,,,,,,,,,,,,-0.6
1970-01-01,10558.22,6683.74,,,,,,,,,,,,,,,,-0.6
1970-01-01,10932.13,6937.54,,,,,,,,,,,,,,,,-0.6
1970-01-01,11136.69,7081.28,,,,,,,,,,,,,,,,-0.6
1970-01-01,11410.19,7276.94,,,,,,,,,,,,,,,,-0.6
1970-01-01,11734.1,7505.87,,,,,,,,,,,,,,,,-0.6
1970-01-01,11934.95,7651.83,,,,,,,,,,,,,,,,-0.6
1970-01-01,12034.22,7726.08,,,,,,,,,,,,,,,,-0.6
1970-01-01,12374.97,7958.42,,,,,,,,,,,,,,,,-0.6
1970-01-01,13030.49,8391.45,,,,,,,,,,,,,,,,-0.6
1970-01-01,13704.02,8834.54,,,,,,,,,,,,,,,,-0.6
1970-01-01,13923.04,8996.22,,,,,,,,,,,,,,,,-0.6
1970-01-01,13949.87415393,9054.14234919,,,,,,,,,,,,,,,,-0.6
1970-01-01,14350.92346523,9346.92832019,,,,,,,,,,,,,,,,-0.6
1970-01-01,13798.22367398,9008.48800259,,,,,,,,,,,,,,,,-0.6
1970-01-01,14872.85637184,9723.09438348,,,,,,,,,,,,,,,,-0.6
1970-01-01,14625.18460485,9587.04057372,,,,,,,,,,,,,,,,-0.6
1970-01-01,14908.17950844,9794.91581837,,,,,,,,,,,,,,,,-0.6
1970-01-01,15479.95064788,10192.06879504,,,,,,,,,,,,,,,,-0.6
1970-01-01,15466.55975782,10194.55297125,,,,,,,,,,,,,,,,-0.6
1970-01-01,15935.35455097,10526.8211792,,,,,,,,,,,,,,,,-0.6
1970-01-01,15674.3712798,10361.10228924,,,,,,,,,,,,,,,,-0.6
1970-01-01,16725.99903192,11064.18758514,,,,,,,,,,,,,,,,-0.6
1970-01-01,16273.72196726,10787.076772,,,,,,,,,,,,,,,,-0.6
1970-01-01,15817.19672313,10533.78131014,,,,,,,,,,,,,,,,-0.6
1970-01-01,16010.24665548,10693.87330831,,,,,,,,,,,,,,,,-0.6
1970-01-01,15723.56446512,10524.79534225,,,,,,,,,,,,,,,,-0.6
1970-01-01,15495.63585775,10390.80725817,,,,,,,,,,,,,,,,-0.6
1970-01-01,15885.71726064,10686.15479244,,,,,,,,,,,,,,,,-0.6
1970-01-01,15379.72126037,10369.10291387,,,,,,,,,,,,,,,,-0.6
1970-01-01,15501.37261257,10479.09628869,,,,,,,,,,,,,,,,-0.6
1970-01-01,15851.76424784,10732.31948552,,,,,,,,,,,,,,,,-0.6
1970-01-01,16085.44043345,10911.83928818,,,,,,,,,,,,,,,,-0.6
1970-01-01,16305.77206381,11071.48496461,,,,,,,,,,,,,,,,-0.6
1970-01-01,17273.81528656,11736.35158616,,,,,,,,,,,,,,,,-0.6
1970-01-01,17090.64050387,11637.70042462,,,,,,,,,,,,,,,,-0.6
1970-01-01,17474.63192167,11955.85638081,,,,,,,,,,,,,,,,-0.6
1970-01-01,18154.42039073,12458.48094741,,,,,,,,,,,,,,,,-0.6
1970-01-01,17531.4959975,12052.16555775,,,,,,,,,,,,,,,,-0.6
1970-01-01,17677.39901089,12172.65947534,,,,,,,,,,,,,,,,-0.6
1970-01-01,17106.35609646,11816.56218396,,,,,,,,,,,,,,,,-0.6
1970-01-01,16683.01749304,11548.22922996,,,,,,,,,,,,,,,,-0.6
1970-01-01,17117.21088259,11877.41620955,,,,,,,,,,,,,,,,-0.6
1970-01-01,17420.70494963,12102.90632695,,,,,,,,,,,,,,,,-0.6
1970-01-01,17429.82086918,12131.12344557,,,,,,,,,,,,,,,,-0.6
1970-01-01,16487.71569664,11486.15990645,,,,,,,,,,,,,,,,-0.6
1970-01-01,16603.07609993,11576.75160707,,,,,,,,,,,,,,,,-0.6
1970-01-01,16926.12286634,11835.21197386,,,,,,,,,,,,,,,,-0.6
1970-01-01,16801.55286976,11801.7572632,,,,,,,,,,,,,,,,-0.6
1970-01-01,17184.73185804,12109.19038123,,,,,,,,,,,,,,,,-0.6
1970-01-01,16271.07460084,11496.2317903,,,,,,,,,,,,,,,,-0.6
1970-01-01,17282.88313028,12229.45344191,,,,,,,,,,,,,,,,-0.6
1970-01-01,17732.76891355,12574.05295528,,,,,,,,,,,,,,,,-0.6
1970-01-01,17871.41968306,12721.1612573,,,,,,,,,,,,,,,,-0.6
1970-01-01,17544.24216229,12509.23595767,,,,,,,,,,,,,,,,-0.6
1970-01-01,17545.75259022,12526.86943872,,,,,,,,,,,,,,,,-0.6
1970-01-01,18077.26663476,12939.12542702,,,,,,,,,,,,,,,,-0.6
1970-01-01,18147.76988405,12998.46972319,,,,,,,,,,,,,,,,-0.6
1970-01-01,18770.70648166,13453.75699689,,,,,,,,,,,,,,,,-0.6
1970-01-01,18971.83114968,13640.72707136,,,,,,,,,,,,,,,,-0.6
1970-01-01,19615.35848342,14163.89808915,,,,,,,,,,,,,,,,-0.6
1970-01-01,19972.16682471,14468.54875089,,,,,,,,,,,,,,,,-0.6
1970-01-01,19340.15483235,14043.45011362,,,,,,,,,,,,,,,,-0.6
1970-01-01,19781.13605141,14383.37507161,,,,,,,,,,,,,,,,-0.6
1970-01-01,19803.5888418,14443.12668112,,,,,,,,,,,,,,,,-0.6
