Date,Price,"Total Return (Gross, Unhedged)"
2007-04-01,99.23273,155.572
2007-05-01,99.08536,156.071
2007-06-01,99.04726,156.696
2007-07-01,99.037994,157.578
2007-08-01,99.258,158.612
2007-09-01,99.47462,159.592
2007-10-01,99.36787,160.173
2007-11-01,99.53213,161.302
2007-12-01,100.515625,162.269
2008-01-01,100.549835,162.975
2008-02-01,101.08059,163.862
2008-03-01,101.260895,164.798
2008-04-01,100.68821,164.468
2008-05-01,100.01892,164.014
2008-06-01,99.607086,164.459
2008-07-01,100.05347,165.849
2008-08-01,100.339165,166.933
2008-09-01,101.08249,168.847
2008-10-01,102.08702,171.106
2008-11-01,102.78004,172.853
2008-12-01,104.167046,175.008
2009-01-01,103.69291,174.895
2009-02-01,103.63017,175.255
2009-03-01,105.25313,175.703
2009-04-01,105.05212,176.043
2009-05-01,104.70068,176.113
2009-06-01,104.08526,175.806
2009-07-01,104.92713,176.21
2009-08-01,104.881256,176.885
2009-09-01,104.47387,176.938
2009-10-01,104.08653,177.025
2009-11-01,104.82533,177.363
2009-12-01,104.19409,177.276
2010-01-01,103.92144,177.466
2010-02-01,103.78528,177.865
2010-03-01,104.47305,178.012
2010-04-01,104.136475,178.119
2010-05-01,103.997154,178.515
2010-06-01,105.67238,178.89
2010-07-01,105.27091,178.901
2010-08-01,105.09566,179.336
2010-09-01,104.72838,179.408
2010-10-01,104.35632,179.45
2010-11-01,104.318,179.658
2010-12-01,103.858795,179.588
2011-01-01,103.42058,179.554
2011-02-01,104.024574,179.602
2011-03-01,104.346146,179.638
2011-04-01,104.28188,180.194
2011-05-01,104.11967,180.652
2011-06-01,104.07336,180.827
2011-07-01,103.89308,181.146
2011-08-01,103.57903,181.321
2011-09-01,104.07428,181.352
2011-10-01,103.806015,181.559
2011-11-01,104.063095,181.716
2011-12-01,103.75841,181.923
2012-01-01,103.32019,181.948
2012-02-01,104.028076,181.954
2012-03-01,103.59816,181.95
2012-04-01,103.259514,182.032
2012-05-01,104.13305,182.42
2012-06-01,103.779724,182.337
2012-07-01,103.71352,182.796
2012-08-01,103.337234,182.709
2012-09-01,102.969765,182.587
2012-10-01,104.69522,182.507
2012-11-01,104.30298,182.441
2012-12-01,103.97384,182.503
2013-01-01,103.77533,182.461
2013-02-01,104.73465,182.772
2013-03-01,104.487656,182.849
2013-04-01,104.17138,182.895
2013-05-01,103.71115,182.652
2013-06-01,103.432465,182.673
2013-07-01,103.20798,182.877
2013-08-01,102.85029,182.794
2013-09-01,104.2577,182.88
2013-10-01,103.98616,182.973
2013-11-01,103.661125,182.936
2013-12-01,104.061935,182.921
2014-01-01,103.59759,183.052
2014-02-01,104.13509,183.138
2014-03-01,103.791595,183.141
2014-04-01,103.53811,183.282
2014-05-01,103.2383,183.341
2014-06-01,102.796295,183.169
2014-07-01,102.52199,183.272
2014-08-01,102.3561,183.546
2014-09-01,103.66806,183.642
2014-10-01,103.53532,183.978
2014-11-01,103.36882,184.198
2014-12-01,103.90682,184.433
2015-01-01,103.64854,184.567
2015-02-01,103.08674,184.425
2015-03-01,102.90917,184.67
2015-04-01,102.561134,184.574
2015-05-01,102.28473,184.589
2015-06-01,101.997147,184.636
2015-07-01,101.708282,184.662
2015-08-01,103.322929,184.771
2015-09-01,102.625977,184.928
2015-10-01,102.353989,184.9
2015-11-01,102.333694,185.06
2015-12-01,102.768356,185.141
2016-01-01,102.793823,185.61
2016-02-01,102.595482,185.709
2016-03-01,103.971268,185.62
2016-04-01,103.614944,185.477
2016-05-01,103.437958,185.703
2016-06-01,103.396645,186.137
2016-07-01,103.154793,186.197
2016-08-01,103.342361,186.159
2016-09-01,103.126312,186.186
2016-10-01,102.793777,186.018
2016-11-01,102.701118,186.267
2016-12-01,102.516037,186.35
2017-01-01,102.820282,186.271
2017-02-01,102.631355,186.358
2017-03-01,103.825218,186.277
2017-04-01,103.618561,186.376
2017-05-01,103.27108,186.307
2017-06-01,102.80703,185.979
2017-07-01,102.798897,186.13
2017-08-01,103.299622,186.364
2017-09-01,102.751541,185.825
2017-10-01,103.1101,185.876
2017-11-01,102.823318,185.841
2017-12-01,102.668358,186.026
2018-01-01,102.247238,185.798
2018-02-01,102.505722,185.811
2018-03-01,102.251945,185.75
2018-04-01,103.177582,186.0
2018-05-01,103.149544,186.429
2018-06-01,102.790611,186.234
2018-07-01,103.04686,186.262
2018-08-01,102.816147,186.352
2018-09-01,102.520943,186.282
2018-10-01,102.777435,186.574
2018-11-01,102.530708,186.634
2018-12-01,102.318268,186.773
2019-01-01,102.00386,186.899
2019-02-01,102.095642,186.909
2019-03-01,102.086487,187.306
2019-04-01,101.812325,187.261
2019-05-01,101.720703,187.535
2019-06-01,101.536003,187.596
2019-07-01,103.518906,188.064
2019-08-01,103.237549,188.114
2019-09-01,104.043297,188.173
2019-10-01,103.611931,187.975
2019-11-01,103.30127,187.957
2019-12-01,103.086136,188.168
2020-01-01,102.803139,188.237
2020-02-01,102.654106,188.494
2020-03-01,103.284996,189.074
2020-04-01,103.979889,189.179
2020-05-01,103.715004,189.223
2020-06-01,104.161385,189.304
2020-07-01,103.368629,189.265
2020-08-01,103.575455,189.3
2020-09-01,103.29435,189.24
2020-10-01,103.023926,189.218
2020-11-01,102.760895,189.224
2020-12-01,103.142494,189.413
2021-01-01,102.81002,189.314
2021-02-01,102.404167,189.065
2021-03-01,101.738182,189.132
2021-04-01,101.474281,189.079
2021-05-01,101.268913,189.105
2021-06-01,101.271675,189.143
2021-07-01,101.096581,189.134
2021-08-01,101.074928,189.018
2021-09-01,101.367706,188.847
2021-10-01,100.898506,188.219
2021-11-01,101.051857,188.775
2021-12-01,100.799965,188.568
2022-01-01,100.330254,187.956
2022-02-01,99.926544,188.019
2022-03-01,99.63623,187.619
2022-04-01,99.425034,187.358
2022-05-01,99.352051,187.535
2022-06-01,98.997345,187.243
2022-07-01,99.161774,187.695
2022-08-01,97.8526,185.988
2022-09-01,97.013428,184.442
2022-10-01,98.165962,186.812
2022-11-01,98.230812,187.12
2022-12-01,98.257072,187.355
2023-01-01,98.17897,187.965
2023-02-01,96.979568,187.467
2023-03-01,98.041122,188.263
2023-04-01,97.958504,188.34
2023-05-01,97.728874,188.202
2023-06-01,96.086395,187.826
2023-07-01,96.631317,189.156
2023-08-01,96.518745,190.145
2023-09-01,96.91256,191.158
2023-10-01,96.999634,191.991
2023-11-01,97.317757,192.92
2023-12-01,98.039429,194.637
2024-01-01,97.175545,194.911
2024-02-01,97.04078,194.931
2024-03-01,97.356456,195.852
2024-04-01,96.961349,196.061
2024-05-01,97.184878,196.852
2024-06-01,97.505709,197.808
2024-07-01,97.545059,199.01
2024-08-01,97.820493,199.874
2024-09-01,97.731445,200.607
2024-10-01,97.139941,200.788
2024-11-01,97.499863,201.792
2024-12-01,97.599004,202.318
2025-01-01,97.96475,203.45
2025-02-01,97.931114,204.23
2025-03-01,98.206564,204.81
2025-04-01,98.691235,206.139
