Date,Price,"Total Return (Gross, Unhedged)"
2020-09-01,152.60965,2119.676
2020-10-01,151.04245,2101.6
2020-11-01,150.584732,2088.477
2020-12-01,153.872284,2141.2
2021-01-01,149.220276,2080.173
2021-02-01,134.315628,1891.346
2021-03-01,132.606049,1891.751
2021-04-01,132.876221,1910.701
2021-05-01,133.490997,1922.662
2021-06-01,133.57724,1946.491
2021-07-01,139.7715,2039.633
2021-08-01,138.500351,2012.928
2021-09-01,129.563049,1893.567
2021-10-01,135.280792,1979.993
2021-11-01,140.805054,2073.252
2021-12-01,134.221481,1982.819
2022-01-01,125.883087,1863.792
2022-02-01,122.273354,1815.165
2022-03-01,118.286346,1760.81
2022-04-01,112.59816,1679.889
2022-05-01,105.700241,1584.793
2022-06-01,101.129494,1536.308
2022-07-01,104.832069,1595.32
2022-08-01,92.251816,1411.642
2022-09-01,81.667107,1254.788
2022-10-01,83.416771,1291.006
2022-11-01,86.992737,1348.895
2022-12-01,80.050919,1245.203
2023-01-01,83.011971,1293.993
2023-02-01,78.133141,1223.679
2023-03-01,81.664131,1282.578
2023-04-01,78.924164,1242.996
2023-05-01,74.040825,1168.358
2023-06-01,74.618843,1179.98
2023-07-01,74.642075,1181.935
2023-08-01,73.232758,1163.352
2023-09-01,70.680191,1126.349
2023-10-01,69.929932,1113.268
2023-11-01,73.720192,1170.581
2023-12-01,80.142365,1275.309
2024-01-01,77.122993,1222.096
2024-02-01,75.242804,1204.509
2024-03-01,76.969443,1235.315
2024-04-01,73.054241,1171.929
2024-05-01,73.671321,1185.196
2024-06-01,74.777001,1206.248
2024-07-01,76.933348,1235.918
2024-08-01,77.264104,1244.858
2024-09-01,75.7118,1239.815
2024-10-01,72.378588,1187.081
2024-11-01,73.922017,1215.71
2024-12-01,70.333738,1158.944
2025-01-01,70.983754,1169.039
2025-02-01,71.90083,1181.575
2025-03-01,69.708409,1153.159
2025-04-01,71.042948,1175.321
